Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,7142.799805,7205.500000,7142.799805,7177.899902,7177.899902,795658400
2017-01-04,7177.899902,7189.700195,7168.799805,7189.700195,7189.700195,742050400
2017-01-05,7189.700195,7212.000000,7172.799805,7195.299805,7195.299805,768721000
2017-01-06,7195.299805,7210.100098,7180.600098,7210.100098,7210.100098,694323700
2017-01-09,7210.100098,7243.799805,7207.399902,7237.799805,7237.799805,705536400
2017-01-10,7237.799805,7284.799805,7237.299805,7275.500000,7275.500000,933682800
2017-01-11,7275.500000,7328.500000,7257.200195,7290.500000,7290.500000,878535700
2017-01-12,7290.500000,7302.299805,7263.399902,7292.399902,7292.399902,831909900
2017-01-13,7292.399902,7338.500000,7292.399902,7337.799805,7337.799805,811899400
2017-01-16,7337.799805,7354.100098,7320.500000,7327.100098,7327.100098,633737000
2017-01-17,7327.100098,7329.299805,7220.399902,7220.399902,7220.399902,879279000
2017-01-18,7220.399902,7260.500000,7218.399902,7247.600098,7247.600098,795536000
2017-01-19,7247.600098,7249.600098,7191.700195,7208.399902,7208.399902,748413500
2017-01-20,7208.399902,7221.000000,7193.700195,7198.399902,7198.399902,819057000
2017-01-23,7198.399902,7198.399902,7131.500000,7151.200195,7151.200195,714162600
2017-01-24,7151.200195,7190.200195,7144.399902,7150.299805,7150.299805,1071108500
2017-01-25,7150.299805,7205.700195,7150.299805,7164.399902,7164.399902,989914700
2017-01-26,7164.399902,7184.799805,7151.299805,7161.500000,7161.500000,905662800
2017-01-27,7161.500000,7184.700195,7150.799805,7184.500000,7184.500000,876491800
2017-01-30,7184.500000,7184.700195,7105.700195,7118.500000,7118.500000,890006700
2017-01-31,7118.500000,7162.500000,7099.200195,7099.200195,7099.200195,959011000
2017-02-01,7099.200195,7170.200195,7099.200195,7107.700195,7107.700195,785299200
2017-02-02,7107.700195,7163.899902,7093.600098,7140.799805,7140.799805,880030800
2017-02-03,7140.799805,7202.399902,7133.600098,7188.299805,7188.299805,786535500
2017-02-06,7188.299805,7208.700195,7165.200195,7172.200195,7172.200195,614802900
2017-02-07,7172.200195,7227.200195,7159.600098,7186.200195,7186.200195,770251300
2017-02-08,7186.200195,7195.899902,7147.200195,7188.799805,7188.799805,935233800
2017-02-09,7188.799805,7238.700195,7183.100098,7229.500000,7229.500000,781741400
2017-02-10,7229.500000,7274.799805,7229.500000,7258.799805,7258.799805,875649700
2017-02-13,7258.799805,7298.500000,7257.700195,7278.899902,7278.899902,645414300
2017-02-14,7278.899902,7292.700195,7251.799805,7268.600098,7268.600098,756312200
2017-02-15,7268.600098,7313.399902,7268.600098,7302.399902,7302.399902,716447200
2017-02-16,7302.399902,7302.399902,7260.700195,7277.899902,7277.899902,684054500
2017-02-17,7277.899902,7307.100098,7253.200195,7300.000000,7300.000000,801785200
2017-02-20,7300.000000,7329.600098,7283.299805,7299.899902,7299.899902,635938500
2017-02-21,7299.899902,7319.000000,7267.500000,7274.799805,7274.799805,896954200
2017-02-22,7274.799805,7314.299805,7274.700195,7302.299805,7302.299805,1146291800
2017-02-23,7302.299805,7310.100098,7262.899902,7271.399902,7271.399902,1065322800
2017-02-24,7271.399902,7271.899902,7192.500000,7243.700195,7243.700195,855350300
2017-02-27,7243.700195,7285.200195,7239.700195,7253.000000,7253.000000,831112100
2017-02-28,7253.000000,7284.200195,7246.600098,7263.399902,7263.399902,981918400
2017-03-01,7263.399902,7383.100098,7263.399902,7382.899902,7382.899902,1035866400
2017-03-02,7382.899902,7394.600098,7372.700195,7382.399902,7382.399902,927106800
2017-03-03,7382.399902,7382.399902,7353.600098,7374.299805,7374.299805,850603100
2017-03-06,7374.299805,7374.299805,7338.899902,7350.100098,7350.100098,738066600
2017-03-07,7350.100098,7363.700195,7335.299805,7339.000000,7339.000000,844760300
2017-03-08,7339.000000,7354.500000,7315.899902,7334.600098,7334.600098,866234700
